Source,Target
ANDLDV-4,MARAAL-14
ANDCJH,MARAAL-14
COMLIA-2,MARAAL-14
MARTPO-196,MARAAL-14
CARNSS-3,MARAAL-14
ERIMLO-2,MARAAL-14
PANTAA-2,PLEMFR
GANPPA-2,PLEMFR
INGTCO-13,PLEMFR
HAVCMC,PLEMFR
KONGSP,PLEMFR
KALITP-2,PLEMFR
PIZTMR,PLEMFR
GAOHDC,PLEMFR
NEBTGT,BRECV
QUICAJ-2,BRECV
OBRCR-3,BRECV
DEEAPF,BRECV
SASVCA-2,BRECV
NEBCAT,BRECV
BURCTA-3,BRECV
EYAIAT,BRECV
BECPCO-3,BRECV
STAWTC-2,BRECV
BECWDI-2,BRECV
SHETWO-13,BRECV
BREPC-3,BRECV
ZEDSEA,BEIOTT
SCORAI,BEIOTT
MAJEJI,BEIOTT
BEIPOS-4,BEIOTT
MURAAT-14,BEIOTT
MANUVE,BEIOTT
SGAOTO,BEIOTT
SARMOA-4,BEIOTT
LENTWT,BEIOTT
DURTNC,BEIOTT
KELEPO-2,BABAUI
ALSOTN,BABAUI
KURATD,BABAUI
WEBEWC,BABAUI
LOMDWM,BABAUI
LOUHHC,BABAUI
BOENST,NICDIA-3
HOPSDT,NICDIA-3
FRAETA-5,NICDIA-3
RUETEO-2,NICDIA-3
DANMOT-2,NICDIA-3
DANMUA-2,NICDIA-3
CHITOT-3,NICDIA-3
HOPPPP-2,NICDIA-3
ONECIA-2,NICDIA-3
DANTAA-8,NICDIA-3
DANTCA-12,NICDIA-3
NICMUI-3,NICDIA-3
NICMUI-2,NICDIA-3
MARWIC-6,NICDIA-3
STRTAM-4,NICDIA-3
ARFEOS,NICDIA-3
DANGAA-2,NICDIA-3
LHRLIA,NICDIA-3
HOPCEA,NICDIA-3
VANUTV,NICDIA-3
EELFMO,BORTTD-2
EELSLF,BORTTD-2
EELESI,BORTTD-2
LARCAB-2,BORTTD-2
DOUNEI,BORTTD-2
DOUPAF-2,BORTTD-2
POTCQP,AERQSI-2
PYLCQA,AERQSI-2
BELQBS,AERQSI-2
GRUAMD,AERQSI-2
AERQPA,AERQSI-2
WINBTM,AERQSI-2
VELUTI,AERQSI-2
ALICEL,ZDETEO-2
STOECA-3,ZDETEO-2
GUOTRB-4,ZDETEO-2
ROSSIE-6,ZDETEO-2
SCHTSO-175,ZDETEO-2
ZHAHDE-2,ZDETEO-2
ESSECI,ZDETEO-2
DALCFF,ZDETEO-2
ZHOEOE-2,ZDETEO-2
ARSMNC,ZDETEO-2
DEHELP-2,ZDETEO-2
BAKNPA-4,THOASA-10
DAMMAN,THOASA-10
BECAPF-2,THOASA-10
THOADF-4,THOASA-10
DORTCF-2,THOASA-10
TEROEI,THOASA-10
LIUPOI-3,RABAOJ
ASHBTS,RABAOJ
SHIASS-2,RABAOJ
AHMPOP,RABAOJ
BEREHP-2,RABAOJ
ALOPOC,RABAOJ
FEHTE,STUHTE
MURIAC-6,STUHTE
SOMUIM-2,STUHTE
STUUMU,STUHTE
STUSAE-3,STUHTE
MURIIS,STUHTE
MURTEA-7,STUHTE
HANUP,STUHTE
MIEPED,STUHTE
PAUXAI,STUHTE
STUTMT-2,STUHTE
STUTAD,STUHTE
HAMETE,STUHTE
PALWCW,STUHTE
ROBEPA-6,STUHTE
LINTMR-6,STUHTE
MURTAA-11,STUHTE
BAUREA-2,STUHTE
STUPIT-2,STUHTE
SHEMUA-2,STUHTE
KARTEA-3,STUHTE
STUEDN-2,STUHTE
SHESUI,STUHTE
WILTFW-3,STUHTE
DEASIA-2,STUHTE
SPRTMO-3,STUHTE
MACRTA-6,STUHTE
BRORAT-13,STUHTE
MURIPF,RUCSAE
WEIPAA-15,RUCSAE
RUCMIE,RUCSAE
RUCPAI-2,RUCSAE
DUNPTC-2,RUCSAE
TRYUTI,RUCSAE
HUTGRA,RUCSAE
BENBWT,OLDTBT
MALDAT-7,OLDTBT
IKOMLB,OLDTBT
LETCNA,OLDTBT
DORWOF,OLDTBT
PIEQAR,OLDTBT
PASQOA,OLDTBT
LOMHDI,OLDTBT
LOMMIO,OLDTBT
DICMIO,OLDTBT
CALQMI-3,OLDTBT
OLDRQM,OLDTBT
DORWOF-2,OLDTBT
SAIGGS,PAGPEA
VANDWA-8,PAGPEA
PINMMA,PAGPEA
PETDCD,PAGPEA
MAIEAP-3,PAGPEA
DIBADA,DRODWH-2
DROEOL,DRODWH-2
CALTDB,DRODWH-2
WATTPD-3,DRODWH-2
MUNWAY,DRODWH-2
GROTJO,DRODWH-2
ALLEIA-4,DRODWH-2
CALTES-3,DRODWH-2
BAREOS-16,DRODWH-2
BROTRR-3,DRODWH-2
CRUTEC-2,CRUTWO
SIKCCT,CRUTWO
GRTCTM,CRUTWO
ROTESA-4,CRUTWO
CRUOOA,CRUTWO
IACVAA,CRUTWO
CRUOTL,CRUTWO
BERICP-3,CRUTWO
IACNTA,CRUTWO
RAITAL-2,CRUTWO
CRUPES,CRUTWO
VANWAC,CRUTWO
COEIBL,SIMACO-13
JOYMQL,SIMACO-13
STAAHB,SIMACO-13
BRAMME-6,SIMACO-13
FACWCW,SIMACO-13
SIMCAS-3,SIMACO-13
SIMMPT,SIMACO-13
SIMMPT-2,SIMACO-13
MILCAG-5,SIMACO-13
HAZDEO,LATEAE
ISHMCO,LATEAE
CULTIO-3,LATEAE
SUFIOP,LATEAE
LATSMA,LATEAE
LATTBO,LATEAE
KAPHMY,LATEAE
ZHODUB,LATEAE
LATWTF,LATEAE
WANTEO-28,LATEAE
VOLAZE,MCGBNA
WEAKAH,MCGBNA
RABIAT-2,MCGBNA
SEGSAS-2,MCGBNA
ICHECZ,MCGBNA
VOLIDO,MCGBNA
ROSHSW,MCGBNA
SILOBA-2,MCGBNA
DOMUTZ,MCGBNA
MCCEJA-2,MCGBNA
HAZNOI,MCGBNA
VOLSOJ,MCGBNA
SOTAAT,MCGBNA
SCHFAI-6,MCGBNA
FRIUAE-2,MCGBNA
MELRID,MCGBNA
RIOSBI,MCGBNA
ARCTQA,MCGBNA
FULCAJ,MCGBNA
WILVID-2,MCGBNA
CRASJI-2,MCGBNA
THOTAN-5,MCGBNA
WILTKN-2,MCGBNA
ICHYOT,MCGBNA
CLAACD-5,MCGBNA
FRICNI,MCGBNA
FILTPO-5,MCGBNA
WOOWD-3,MCGBNA
FRIHWA-2,MCGBNA
GOOTAB-5,MCGBNA
FALIMW,MCGBNA
ZINRS,MCGBNA
ROSPNA,MCGBNA
SAPHAT,MCGBNA
ROSSJT-2,MCGBNA
SMADIA-3,MCGBNA
GAUTET-2,MCGBNA
FILSOJ,MCGBNA
BENDAA-7,MCGBNA
SISCAT,MCGBNA
DELWUE,MCGBNA
GAOAP,MCGBNA
STASII-6,MCGBNA
FERTVO-7,MCGBNA
WAGAAS-4,MCGBNA
DUNSAT-10,MCGBNA
PAUCC-3,PAUDAA-2
PARSDC-4,PAUDAA-2
CHAWAI-6,PAUDAA-2
PAUDCF-2,PAUDAA-2
PAUDMF,PAUDAA-2
PAUTRF,PAUDAA-2
PAUCIS-2,PAUDAA-2
PAUCI,PAUDAA-2
LHTCIE,PAUDAA-2
THODOT-7,PAUDAA-2
DELTAC-9,JONSHE-2
ELMWWT,JONSHE-2
DILVSR,JONSHE-2
HARHSS-4,JONSHE-2
PIRAHP,JONSHE-2
FRIFHT-2,JONSHE-2
GOOEEA-5,JONSHE-2
FRISPH,JONSHE-2
DECTHB,JONSHE-2
VANPAO-12,JONSHE-2
PERZAO-2,JONSHE-2
MELSIO,JONSHE-2
MELSIO-2,JONSHE-2
MELSIO-3,JONSHE-2
CIVSET,JONSHE-2
SCHCVB-2,JONSHE-2
HEISCR-2,JONSHE-2
HILFOE-2,JONSHE-2
MARTVA-2,JONSHE-2
LANSJO,JONSHE-2
SAUMBA-4,JONSHE-2
CHICFH,JONSHE-2
VALSTT-2,JONSHE-2
VONAVA-2,JONSHE-2
ALIREP,JONSHE-2
ARNTMO-5,JONSHE-2
CALTRB,JONSHE-2
SCHTIO-70,JONSHE-2
STUEDN-2,IVAWIA
KOZSEB,IVAWIA
IVATAV,IVAWIA
BEISTA-2,IVAWIA
CURCWA,IVAWIA
IVAAVA-2,IVAWIA
COLFAE-3,ZHASTA-2
LIUHDP,ZHASTA-2
LINWAT-2,ZHASTA-2
LILNTG-2,ZHASTA-2
CHATEO-77,ZHASTA-2
SODCYE,ZHASTA-2
GASHOT,MALCTT
JGEEA,MALCTT
HUTEV,MALCTT
GILUBT,MALCTT
BELMUF,MALCTT
MALDWD-7,MALCTT
BINEAA-3,MALCTT
DELWOI,MALCTT
MALCTK,MALCTT
MALVVE,MALCTT
RICGIN,RICGPW
SIJGAT,RICGPW
MNDUIN,RICGPW
KOVVOG,RICGPW
RICDIQ,RICGPW
STAGFA-4,RICGPW
GIABFR,RICGPW
SKIIDO-2,RICGPW
SIJGEG,RICGPW
BELOPA,RICGPW
THOSTS-3,RICGPW
MERDAT,RICGPW
CHIIAL-2,RICGPW
BLIMG,RICGPW
RICOWG,RICGPW
ROMLFN,RICGPW
WENREF,RICGPW
MALWIA-8,MALSFC-2
TAHPPA,MALSFC-2
BRYGIC,MALSFC-2
MALIIA-5,MALSFC-2
MALEPA-3,MALSFC-2
LUPEIC,MALSFC-2
RANIHG,KLETSF-3
LABEPT,KLETSF-3
RAVTSF,KLETSF-3
DEMITS,KLETSF-3
KLESFR,KLETSF-3
SIMRTG,KLETSF-3
KALSSA,KLETSF-3
MILWDC-2,KLETSF-3
LYOWAW-2,KLETSF-3
SEAP,SHACCA-9
ALBIUC,SHACCA-9
LEIPAG,SHACCA-9
MASTIC-2,SHACCA-9
ALBPAT-3,SHACCA-9
CAWCAT,SHACCA-9
VAIAPA,SHACCA-9
GASAMA-2,SHACCA-9
BECACA-9,CARCAO-2
COLTHA-8,CARCAO-2
PITEHP,CARCAO-2
KLOHFT,CARCAO-2
IMMHBA,CARCAO-2
FOLTHP,CARCAO-2
FOLTHP-2,CARCAO-2
JOHASA-13,CARCAO-2
CARPEA-9,CARCAO-2
EKEDAH,CARCAO-2
EKEDAH-2,CARCAO-2
RISWCA,CARCAO-2
PETEAL-3,BUCBBO
BOGTDO-4,BUCBBO
GROAOS-3,BUCBBO
DUNTAF-3,BUCBBO
ADADEA-2,BUCBBO
FOULTB,GALMAO-4
SAAMSF,GALMAO-4
FINEMA-2,GALMAO-4
FOULTB-2,GALMAO-4
HERNMN,GALMAO-4
KALRSS,GALMAO-4
KROEIS,GALMAO-4
BRUDES,BAUAEA-5
ISLBEA,BAUAEA-5
HAZDEO,BAUAEA-5
BRUDES-2,BAUAEA-5
MALNEA-4,BAUAEA-5
VITHRD,BAUAEA-5
GRATSO-59,BAUAEA-5
FERDTA,FEREAP-2
FERNAP-3,FEREAP-2
BAGRSE,FEREAP-2
KASTPB,FEREAP-2
KASTAI-4,FEREAP-2
GAMTAN,FEREAP-2
FERDTA-3,FEREAP-2
MORDPF-2,FEREAP-2
GAMSFT,FEREAP-2
FERAPA-18,FEREAP-2
SWOR-2,FEREAP-2
PEDPTO,FEREAP-2
WRIAPD-2,FEREAP-2
STRTPA-8,FEREAP-2
TREWMR,TREFPO
PATHGA-2,TREFPO
REYITJ,TREFPO
HNEEUM,TREFPO
TORTEM-2,TREFPO
MOGPME,GHAMDI
ESMCSO,GHAMDI
PROMDE,GHAMDI
KOVCMD,GHAMDI
MORDAV-2,GHAMDI
KARCFV,GHAMDI
MOHTSO-7,GHAMDI
MINCEB,CAVLIT-2
RANEIB,CAVLIT-2
VEICEB-2,CAVLIT-2
CAVTPW,CAVLIT-2
CUTGEG,CAVLIT-2
KAKMTP,CAVLIT-2
ZIGALA,GRACLT
KALLPP-2,GRACLT
ALLAFF,GRACLT
RHOEIA-3,GRACLT
EDMROT-8,GRACLT
MUNTEO-9,GRACLT
BOLETV,DAWTFO-3
MULCOT-8,DAWTFO-3
DAWOVM,DAWTFO-3
HUSAM-4,DAWTFO-3
RIIOEV,DAWTFO-3
FERMVE,DAWTFO-3
SINMEA-7,DAWTFO-3
SONTOV,DAWTFO-3
DAWMIV,DAWTFO-3
MOOCCC,DAWTFO-3
MOTMDA-2,DAWTFO-3
OSLNLA,OSLPWA
GADANB,OSLPWA
KRUAAS,OSLPWA
KRULAA,OSLPWA
WALSAA-24,OSLPWA
OSLSAE-2,OSLPWA
OSLBSA,OSLPWA
TIRIAA,OSLPWA
OSLAIO,OSLPWA
WALSAA-22,OSLPWA
ARNTAT-4,OSLPWA
ROORTA-5,FORRAV
BANTEI,FORRAV
FORAPS-3,FORRAV
SAHSMA,FORRAV
TOWFPN-2,FORRAV
FORMAA-5,FORRAV
FOSAIA-2,FORRAV
TOMRSC-2,FORRAV
TOWFPN,FORRAV
PIENAA-2,FORRAV
FIAFSI,HAHAPP
GARFVS,HAHAPP
VAUTRO-3,HAHAPP
BRAFFD,HAHAPP
MONWOE,HAHAPP
MONNWO,HAHAPP
ARBTPL-2,HAHAPP
DAHTTT,HAHAPP
SHIMOM-2,HAHAPP
REEWTR,HAHAPP
GRICFO,HAHAPP
DEAEJA,HAHAPP
FISTTD,HAHAPP
MOOLTR,HAHAPP
NOBUVC,HAHAPP
LEHAOC,HAHAPP
MLLMCD,HAHAPP
DACSPF-3,HAHAPP
PALATA-5,HAHAPP
MONWOE-2,HAHAPP
ROLSOS,HAHAPP
HOOGCB,HAHAPP
LAUWAT-2,HAHAPP
AHLTRD-2,HAHAPP
VERADR-2,HAHAPP
FERDTO-2,HAHAPP
SAUMBA-4,HAHAPP
SILICW,HAHAPP
ANTBBH,HAHAPP
BENRBS-2,HAHAPP
DZHTRO-3,HAHAPP
SHAGMO,HAHAPP
GRAHPR,HAHAPP
CARRPT-3,HAHAPP
LUOCSP,HAHAPP
JOSSVD,HAHAPP
JOHSBI-3,HAHAPP
ALBOOP,HAHAPP
SUNGSO-2,HAHAPP
ROQGGO,HAHAPP
PHIUTN,HAHAPP
JOHSBI-2,HAHAPP
DELCSV-2,HAHAPP
PETWIT-6,PETIDH-2
SHOWHA,PETIDH-2
MATPPA-6,PETIDH-2
PETAPB,PETIDH-2
JENAPD-6,PETIDH-2
PETAAF-5,PETIDH-2
PETHFE,PETIDH-2
CASPCA-5,PETIDH-2
WYAFOT,PEDPTO
DETTES-3,PEDPTO
VANTTH,PEDPTO
GAMTAN,PEDPTO
TAUEOP,PEDPTO
BRATEP-3,PEDPTO
VANADF-2,PEDPTO
FERAPA-18,PEDPTO
WYAPAT,PEDPTO
TAUIAD,PEDPTO
AKIAPA,PEDPTO
NEWPTA,PEDPTO
PRIANO-8,PEDPTO
SEREEA,PEDPTO
PEDRWO,PEDPTO
HUNEIH,KIDHPE
WALPEI-4,KIDHPE
NOGBIN,KIDHPE
SPEHIA-5,KIDHPE
BYRASA-2,KIDHPE
KIDEII-5,KIDHPE
CHANEI-8,KIDHPE
BLEPCA-2,KIDHPE
GAGLCC,KIDHPE
GAGWMA,KIDHPE
HAVIOE,KIDHPE
BLEPCA,KIDHPE
CARPAA-21,KIDHPE
BYRSTB,KIDHPE
FAIDYD,KIDHPE
DELEIA-2,KIDHPE
DEGEIN,KIDHPE
CTACAT,KIDHPE
RENCEO-3,KIDHPE
POTESI,KIDHPE
CAUEOA,CRNREB
FLOTEO-11,CRNREB
ZAWDWE,CRNREB
BEHANA-2,CRNREB
MITTEO-12,CRNREB
FROICA,CRNREB
ANACAC,CRNREB
IVATEO-4,CRNREB
UMBAVD,CRNREB
HEWAMA,CRNREB
NOONAA,CRNREB
FRIMAW-2,CRNREB
DELTTB-2,CRNREB
BUHVPP,CRNREB
SLOMTA-3,CROMUT
MALCTT,CROMUT
HANRWI-2,CROMUT
BARSRF-2,CROMUT
BELMUF,CROMUT
BINEAA-3,CROMUT
FILMTA-2,CROMUT
KIECUT,GERCAT-5
ANDC,GERCAT-5
DOUSCO,GERCAT-5
TADCTS,GERCAT-5
BAJCUC,GERCAT-5
ENOCCA,GERCAT-5
GUPIDO-3,BHOHAL
SENIBI,BHOHAL
HEIEFD,BHOHAL
ANDEVI,BHOHAL
BHOMNA,BHOHAL
EMEIRI,BHOHAL
CUTTPO-9,BHOHAL
HILTIO-14,BHOHAL
BHOMPE,BHOHAL
HEEAC,BHOHAL
SHUTPT-3,BHOHAL
CHESD-6,BHOHAL
BUILP-2,BHOHAL
LICRLO,BHOHAL
HICHCE,BHOHAL
CHEGWA-2,BHOHAL
TAHLON,BHOHAL
WENWEN,BHOHAL
TORLON,BHOHAL
KOVTIN,BHOHAL
BLAEGO,STIAPF-2
CONTCR-2,STIAPF-2
RUBEIA-3,STIAPF-2
SAHMEA,STIAPF-2
WEXTNA,STIAPF-2
SCHFIA-9,STIAPF-2
FAROTC-3,STIAPF-2
CURSSA,STIAPF-2
ZAHETT,VOITIA-2
MIHIOM,VOITIA-2
VOITMS,VOITIA-2
VELTAD-3,VOITIA-2
CONURI,VOITIA-2
VOIDSM,VOITIA-2
CONBIO-3,VOITIA-2
IFTALO,VOITIA-2
LIUIOB,VOITIA-2
NORCPO-4,BENIAT-8
CHRPAT-4,BENIAT-8
YAOBEC,BENIAT-8
HANSBS,BENIAT-8
HITROR,BENIAT-8
JOSSVD,BENIAT-8
ENDEIO,BENIAT-8
GREMSI-2,BENIAT-8
DEMBBG-2,DEMYIG
DEMRTO-2,DEMYIG
MUNTPA-5,DEMYIG
BEHTAP-2,DEMYIG
RICEAE-4,DEMYIG
BERRSC-2,DEMYIG
VALOPD-8,DEMYIG
DEMRT,DEMYIG
VALOPD-4,DEMYIG
BASTEO-17,DEMYIG
WEBSAL,DEMYIG
HERGAA,DEMYIG
BRABPA-3,DEMYIG
BASATO-3,DEMYIG
NOTFYT,DEMYIG
SCHBAB-24,DEMYIG
ROWIAR-2,DEMYIG
ALTMIA,DEMYIG
KATSEA-5,BERTVO-11
LAOWSC,BERTVO-11
RICWEA-2,BERTVO-11
BHAEOT-5,BERTVO-11
RICWEA-3,BERTVO-11
BERETJ,BERTVO-11
COHRTM-3,BERTVO-11
BOLETV,BERNOG
ROBAPO-6,BERNOG
SINMAB-10,BERNOG
SINOTA-2,BERNOG
SINQBE,BERNOG
SINWOT,BERNOG
BERVBC,BERNOG
COUTVO-5,BERNOG
NICCPA-5,BERNOG
BEAIAT-6,BERNOG
BERTAC-9,BERNOG
ROCTVO-6,BERNOG
POTFMW,BERNOG
JEOQNC,BERNOG
WESBWM,BERNOG
BERAMA-11,BERNOG
COUTVO-3,BERNOG
FRMTFI,BERNOG
BERSHH,BERNOG
MOTMDA-2,BERNOG
BERSTM-7,BERNOG
GENMRA,PANHCM
TULCAO,PANHCM
SMAMMR,PANHCM
CULTIO-3,PANHCM
REYMBF,PANHCM
REBLMA-2,PANHCM
MIHRTF-2,PANHCM
HUPAB,PANHCM
BACIAA-3,PANHCM
HOWNAO,HOWFAR-2
MCKTAC-6,HOWFAR-2
MCKHDT-2,HOWFAR-2
SIMFAT-9,HOWFAR-2
HOWFAF-2,HOWFAR-2
HOWHOG-6,HOWFAR-2
BISF-2,HOWFAR-2
GAUOTN,HOWFAR-2
NORCPO-4,COLUNO-2
DECTHB,COLUNO-2
TRIPWA,COLUNO-2
FERPWA-3,COLUNO-2
AKRISO,COLUNO-2
MANLWM,COLUNO-2
IGNPWA,COLUNO-2
CLAHDS,COLUNO-2
HOTMTI,BULTAA
SHARSA-8,BULTAA
WEBPTL,BULTAA
TOLPER,BULTAA
URIEOE-2,BULTAA
HOTTTI,BULTAA
KOTTF,BULTAA
BEIMSP,BULTAA
RANTNT,BULTAA
GROOOV,BULTAA
DREBTF,BULTAA
ZEMSAT,LASMCO
KIRHTS,LASMCO
BACTIO-5,LASMCO
COSRWO,LASMCO
ROWTNO-8,LASMCO
HERHTD-3,LASMCO
LASCPA,LASMCO
CHECAT-8,LASMCO
FILTGP,LASMCO
DEMETN,LASMCO
KNOTNO-5,LASMCO
LEMPCA,LASMCO
QUIPAT-6,LASMCO
ZEMICA,LASMCO
BERH-17,FARHAN-3
GLAANA-2,FARHAN-3
FARAHL-2,FARHAN-3
MCNDL,FARHAN-3
SCHFAN-5,FARHAN-3
FARPRA,FARHAN-3
KNOMPH,FARHAN-3
VEIDPE,VEIPAT
VEICAT,VEIPAT
BROTSS-7,VEIPAT
BROMTZ,VEIPAT
VEIEPO-2,VEIPAT
BROTMP-14,VEIPAT
VEIMIA,VEIPAT
VEIEPO,VEIPAT
VEIBNA,VEIPAT
VEIMDA,VEIPAT
ROBITT-3,VEIPAT
PAUPP-3,GRETPO-78
GREAPP-3,GRETPO-78
HAFCIV,GRETPO-78
MOREEF-3,GRETPO-78
JORPOP-3,GRETPO-78
BENMUT,GRETPO-78
CHESRI-2,GRETPO-78
HILRTE-2,GRETPO-78
QUIURO,SIETRO-12
CRUDPF,SIETRO-12
MONIIA-3,SIETRO-12
GUPEAI-2,SIETRO-12
LAAPAP,SIETRO-12
BONITC-2,SIETRO-12
SIETUH,SIETRO-12
LYOAAP-2,SIETRO-12
SIEPAI-2,SIETRO-12
IRVANI,SIETRO-12
BOGDTB,SIETRO-12
MALVOI,SIETRO-12
DUNKOT,SIETRO-12
QUIPP-3,SIETRO-12
SILTED-3,SIETRO-12
BALTRO-16,SIETRO-12
MAXIRA-2,SIETRO-12
MEHANA-2,SIETRO-12
JENTER-3,SIETRO-12
SIERTB-3,SIETRO-12
GHIPPA,SIETRO-12
NESACC,SIETRO-12
SAMJUA,SIETRO-12
CLAPAP-12,SIETRO-12
SIELPD,SIETRO-12
PEAAPR-4,SIETRO-12
LUDSRP,SIETRO-12
GENWIT-2,SIETRO-12
BLACBS-2,SIETRO-12
BECDOS-11,SIETRO-12
BEGSTI,SIETRO-12
STRAA-7,CHEDSE
CHEMCA-6,CHEDSE
CHEAIS-4,CHEDSE
TANARA,CHEDSE
CHEAIS-5,CHEDSE
COPPDA-2,CHEDSE
CHETRO-49,CHEDSE
CHACAT-24,MCQIDO
WAERBT,MCQIDO
VAIOOT,MCQIDO
VAIMIO,MCQIDO
ADLASO-2,MCQIDO
NEYTAF-2,MCQIDO
KHACME,MCQIDO
MCQHTM,MCQIDO
DAWESA-3,MCQIDO
SAUTEI-3,MCQIDO
JUAPDI,MCQIDO
TAPETA,MCQIDO
ARVEMP,MCQIDO
KUBGAO,ANDAR-3
MCGRTA-4,ANDAR-3
KUBNTO-2,ANDAR-3
XHIIDO,ANDAR-3
WHICAR-3,ANDAR-3
WHIAAA-7,ANDAR-3
CROACA-4,ANDAR-3
WELWDW-7,WODOWA-3
WODDRB,WODOWA-3
WODRSH,WODOWA-3
MALWAS,WODOWA-3
MSIWIR,WODOWA-3
SANMSO-6,WODOWA-3
SHIRCT,NAPWIA-2
MATCTS-2,NAPWIA-2
HARMCM-4,NAPWIA-2
SHIHOC,NAPWIA-2
REUNAC,NAPWIA-2
REUTAO-3,NAPWIA-2
REUTTA,NAPWIA-2
HILICT-3,NAPWIA-2
LANCES-3,NAPWIA-2
LANCRI-3,NAPWIA-2
TSAWII,NAPWIA-2
ROSWTD,NAPWIA-2
BOUWWS-3,NAPWIA-2
FOSNIT-2,NAPWIA-2
BROOTO-6,NAPWIA-2
TSABOC,NAPWIA-2
REUCTA-2,NAPWIA-2
DENSCT-2,NAPWIA-2
SHICEC,NAPWIA-2
AIRAPO,NAPWIA-2
HARSPW-2,NAPWIA-2
BOUOEB,NAPWIA-2
ROSCYK,NAPWIA-2
DENDTP,NAPWIA-2
POTBBP,NAPWIA-2
BOUWWS,NAPWIA-2
KEIVUS,NAPWIA-2
KEECTA,NAPWIA-2
MITSWB,NAPWIA-2
HAUTJA,NAPWIA-2
PEENIS,NAPWIA-2
STOTNT,NAPWIA-2
VAROEI,NAPWIA-2
STEAAA-21,ROSN-5
SHABCI-2,ROSN-5
DECBTP,ROSN-5
DEKMAO,ROSN-5
MLLNG-2,ROSN-5
MAYPON,ROSN-5
GAUPAT,ROSN-5
RYBNAB,ROSN-5
BRIDOP-3,ROSN-5
CASQMI,ROSN-5
EFANGH,LIAOT
SUTSAA-2,LIAOT
FRUCMA,LIAOT
ARCHPS,LIAOT
SPUOHA-2,LIAOT
LIMOCE-3,LIAOT
OSLNLA,LIAOT
KRUAEA-2,LIAOT
SPUFAA-3,LIAOT
VREAAB,LIAOT
LIAOMO,LIAOT
BACBWA,LIAOT
HABDAT-2,LIAOT
SPUFAA,LIAOT
CLAAAE-6,LIAOT
DEETBD,LIAOT
BIAHCC-2,LIAOT
FRIHSS-3,LIAOT
CAMEA-6,LIAOT
LAIOCH,LIAOT
LIAMOI,LIAOT
LIAERA,LIAOT
TIMHS,LIAOT
LIATAO-2,LIAOT
SOOSSE,LIAOT
CARMSR-3,LIAOT
FAZABS,LIAOT
HABTAC-2,LIAOT
WOLTAT-12,LIAOT
WILCBA-10,LIAOT
SUTPWC,LIAOT
CLATAH-7,LIAOT
LINEEH,LIAOT
GRISCB-2,LIAOT
WILARA-10,LIAOT
WILIRA-11,LIAOT
BLEPEA,LIAOT
SLAHOA,LIAOT
MEIOER,LIAOT
FABSIT,LIAOT
AKAMAO-2,LIAOT
DEWACT,BROTMP-14
DUNWTE-3,BROTMP-14
DUNATO-8,BROTMP-14
VEITAC,BROTMP-14
BROTSS-7,BROTMP-14
BIRHSW,BROTMP-14
BROAS-3,BROTMP-14
BROTPO-164,BROTMP-14
BROSAF-3,BROTMP-14
VEIMDA,BROTMP-14
PERTSP-3,BROTMP-14
VEICCA,BROTMP-14
VEITOO,BROTMP-14
VEIDTP,BROTMP-14
VEICLO,BROTMP-14
BROTMO-51,BROTMP-14
KAYMBT,STAIMA-3
VIEMTS,STAIMA-3
KERTAI-5,STAIMA-3
FELMEI-3,STAIMA-3
SCHCRB-3,STAIMA-3
LAAHDA,STAIMA-3
KERIDT,STAIMA-3
STAMTA-3,STAIMA-3
URSNMF,STAIMA-3
PARBBC-2,STAIMA-3
CONVAV,HUHTSC
HUHLPO,HUHTSC
GRLSLO,HUHTSC
AMEPIA-3,HUHTSC
TORMEO-2,HUHTSC
CABTEC-3,HUHTSC
CABTEC,HUHTSC
KHACSR,CASVAV-2
NORCPO-4,CASVAV-2
MENHCW,CASVAV-2
CRAFPO-5,CASVAV-2
TRIFTS,CASVAV-2
TUABRA,CASVAV-2
PIEPBC,CASVAV-2
SEEFGT,CASVAV-2
LAUWAT-2,CASVAV-2
LIADCA-5,CASVAV-2
CASAIO-3,CASVAV-2
LUOCSP,CASVAV-2
LHDCST,CASVAV-2
KOLMDW,SCHIOR
EPSEUO,SCHIOR
SANRMD,SCHIOR
LLUECA,SCHIOR
RIEEID,SCHIOR
SCHPEO-7,SCHIOR
DIBADA,WATTPD-3
NESPNM,WATTPD-3
CLABDR,WATTPD-3
BLOTBB,WATTPD-3
GRETPB-6,WATTPD-3
ALLEIA-4,WATTPD-3
CHRTEA-5,SANFTO-3
JUCSBA,SANFTO-3
LATTCE-3,SANFTO-3
SINCCS,SANFTO-3
LVAAR,SANFTO-3
KOTMPP,SANFTO-3
JUCSBA-2,SANFTO-3
HINDDA-2,SANFTO-3
FELTTB,SANFTO-3
DELCTD-3,SANFTO-3
IOAMPL,GIAFYG-2
ETAF,GIAFYG-2
MNDUIN,GIAFYG-2
KORADO-2,GIAFYG-2
CORAKR,GIAFYG-2
RAMACR-2,WIEETC
STETSO-79,WIEETC
VEILMA,WIEETC
DIPLDA-2,WIEETC
FACEPM,WIEETC
SIMMOW,WIEETC
RAMATJ,WIEETC
ROREBM,WIEETC
FACEPM-2,WIEETC
SARBAU,WIEETC
PIESOC-4,WIEETC
BENDSF-2,WIEETC
WIEDTM,WIEETC
BENSRA-9,WIEETC
BRUTEN,WIEETC
FREAEO-5,DOYEIT
MUDVTA,DOYEIT
PAYATA-2,DOYEIT
MUSTRO-4,DOYEIT
